#********************************************************
# 【明】── 用以校勘版本
#　＝　 ── 作
#　－　 ── 無
#　＋　 ── 有
#　＊　 ── 下同
#　…　 ── 略
#　◎　 ── 異同
#　∞　 ── 位置對調
# （）　── 與＋配合使用
# 〔〕　── 與－配合使用
#　ｉ　 ── 原底本註記應作（原為日文[仁-二]）
#　ｋ　 ── 原底本註記疑似（原為日文[力]）
#　？　 ── 原校對者疑似有誤
#  ●   ── 原書印刷不清
#  ★   ── 找不到源頭的＊
#********************************************************
[000101]01 〔四阿鋡暮抄〕－【宮】
[002704]04 餓鬼＋（地獄畜生餓鬼）【三】【宮】
[002705]05 問＋（曰）【三】【宮】
[002706]06 （地）＋獄【三】【宮】
[002707]07 叫喚＋（不叫喚）【三】【宮】
[002708]08 阿浮＋（陀）【三】【宮】
[002709]09 （其）＋芥子【三】【宮】
[002710]10 葉＝鍱【三】【宮】
[002711]11 梨＝利【三】【宮】＊
<002701>＊ 梨＝利【三】【宮】
[002712]12 十＝大【宋】【元】【宮】，天【明】
[002713]13 駁駁各各＝爆各爆【三】，咬各咬各【宮】
[002714]14 觀＋（觀）【三】【宮】
[002715]15 考＝拷【三】【宮】
[002716]16 （我）＋今【三】【宮】
[002717]17 絣＝拼【三】【宮】
[002718]18 吸＝[口*翕]【三】【宮】
[002719]19 是＝此【三】【宮】
[002720]20 便＝使【三】【宮】
[002721]21 彼＝從【三】【宮】
[002722]22 檻＝鑑【宮】＊
<002702>＊ 檻＝鑑【宮】
[002723]23 大＝火【三】【宮】
[002724]24 虱＝風【宮】
[002725]25 殛＝齧【三】【宮】
[002726]26 此＝比【宮】
[002727]27 因＝困【三】【宮】
<002801>＊ 檻＝鑑【宮】
[002801]01 然鐵＝鐵然【三】【宮】
[002802]02 〔入〕－【三】【宮】
[002803]03 鏟＝丳【三】【宮】下同
[002804]04 猗＝倚【三】【宮】
[002805]05 受苦＝云何名【三】【宮】
[002806]06 咽＝胭【宮】
[002807]07 針＋（毛）【三】【宮】
[002808]08 [癭-女+瓦]＝癭【三】【宮】下同
[002809]09 瞋＝值【宋】
[002810]10 毘＝庳【三】【宮】＊
<002802>＊ 毘＝庳【三】【宮】
[002811]11 煉＝煉【宮】
[002812]12 覺＝觀【三】【宮】
[002813]13 觀＝覺【宮】
[002814]14 耀＝曜【三】【宮】＊
<002803>＊ 耀＝曜【三】【宮】
<002804>＊ 耀＝曜【三】【宮】
[002815]15 相＝想【三】【宮】＊
[002816]16 唯＝惟【三】【宮】下同
[002817]17 人＝入【三】【宮】
<002805>＊ 相＝想【三】【宮】
<002806>＊ 〔說〕－【宋】【元】【宮】
[002901]01 入＋（者）【三】【宮】
[002902]02 由＝俞【三】【宮】＊
<002901>＊ 由＝俞【三】【宮】
[002903]03 者說＝說者【三】【宮】
[002904]04 （於）＋調【三】【宮】
[002905]05 因＝恩【三】【宮】
[002906]06 處＝義【宋】【元】【宮】
[002907]07 念＝命【三】
[002908]08 自然乃至義八字宋元明宮四本作本文
[002909]09 若＝苦【三】【宮】＊
[002910]10 原＝源【三】【宮】
[002911]11 中＋（一切）【三】【宮】
[002912]12 一切＋（說）【三】【宮】
[002913]13 牙＝芽【三】【宮】＊
<002902>＊ 牙＝芽【三】【宮】
[003001]01 〔說〕－【三】【宮】
[003002]02 成＝或【三】【宮】＊
<003001>＊ 成＝或【三】【宮】
[003003]03 〔是〕－【三】【宮】
<003002>＊ 〔說〕－【宋】【元】【宮】
[003004]04 第一＝上【三】【宮】
[003005]05 〔人名〕－【宋】【元】【宮】
[003006]06 救＝拯【三】【宮】＊
<003003>＊ 救＝拯【三】【宮】
[003007]07 涅槃＝涅盤【宋】【元】【宮】
[003008]08 千＝萬【三】
[003009]09 旬＝延【三】【宮】＊
<003004>＊ 旬＝延【三】【宮】
[003010]10 語＝謂【三】【宮】
[003101]01 語＝說【三】【宮】
[003102]02 齊＝臍【三】【宮】
[003103]03 嵯＝蹉【三】【宮】＊
<003101>＊ 嵯＝蹉【三】【宮】
[003104]04 減＝滅【宮】
[003105]05 餅粳＝[麩-夫+并][禾*亢]【三】【宮】
[003106]06 天王＝王天【三】【宮】
[003107]07 卻＝禦【三】【宮】
[003108]08 雹＝電【三】【宮】
[003109]09 邊＝河【三】，河邊【宮】
[003110]10 唯＝惟【三】【宮】
[003111]11 亡＝忘【三】【宮】
[003112]12 可＝有【三】【宮】
[003113]13 少耳曰少＝少少耳曰【三】【宮】
[003114]14 爾＝耳【三】【宮】
[003115]15 （多）＋聞【三】【宮】
[003116]16 并＝併【三】【宮】
[003117]17 割＝別【三】【宮】
[003118]18 經乃至事二十四字宋元明宮四本俱作本文
[003119]19 〔也〕－【三】【宮】
[003120]20 說＝論【三】【宮】
[003201]01 契＋（經）【三】【宮】
[003202]02 議＝義【三】【宮】
[003203]03 閡＝礙【三】【宮】
[003204]04 一＋（一）【宋】【元】【宮】，＋（二）【明】
[003205]05 曰＝名【三】【宮】
[003206]06 撰＝譔【三】【宮】＊
[003207]07 訖＝記【明】
[003208]08 寤＝悟【三】【宮】
[003209]09 誦＝頌【三】【宮】
<003201>＊ 撰＝譔【三】【宮】
[003210]10 一法乃至持十五字宋元明宮四本俱作本文
[003211]11 阿難乃至也八字宋元明宮四本俱作本文
[003212]12 彌勒乃至也二十一字宋元明宮四本俱作本文
[003213]13 八萬四千＝四萬八千【明】
[003214]14 辯＝辨【三】【宮】
[003215]15 耳＝爾【三】【宮】
[003301]01 （威）＋儀【三】【宮】
[003302]02 便＝得【三】【宮】
[003303]03 方＝劣【宮】
[003304]04 ◎不分卷【三】【宮】
[003305]05 ◎不分卷【三】【宮】
[003306]06 望＝妄【三】【宮】
[003307]07 （菩）＋薩【三】
[003308]08 耳＝爾【三】【宮】＊
[003309]09 揵＝犍【三】【宮】
[003310]10 祇洹＝祇桓【三】【宮】
<003301>＊ 耳＝爾【三】【宮】
<003302>＊ 耳＝爾【三】【宮】
<003303>＊ 耳＝爾【三】【宮】
<003304>＊ 耳＝爾【三】【宮】
<003305>＊ 耳＝爾【三】【宮】
[003401]01 反＝及【三】【宮】
[003402]02 割＝雕【宮】
[003403]03 已＝以【三】【宮】
[003404]04 戒＝誡【三】【宮】
[003405]05 自＝此【明】
[003406]06 閡＝礙【三】【宮】
[003407]07 囑＝屬【三】【宮】
[003408]08 鋡＝含【三】【宮】下同
<003401>＊ 耳＝爾【三】【宮】
[003409]09 以＝已【三】【宮】
[003410]10 於＝于【三】【宮】
[003411]11 豈＝責【三】【宮】
<003402>＊ 耳＝爾【三】【宮】
[003412]12 喻＝諭【宮】
<003403>＊ 耳＝爾【三】【宮】
[003413]13 直＝真【三】【宮】
[003414]14 〔道〕－【三】【宮】
[003415]15 習＝集【三】【宮】
[003501]01 慾＝欲【宋】【元】【宮】，意【明】
[003502]02 想＝相【三】【宮】
[003503]03 者＝著【三】【宮】
[003504]04 說＝諦【明】
[003505]05 達＝運【宋】【元】【宮】，連【明】
[003506]06 既＝即【三】【宮】
[003507]07 師＝歸【三】【宮】
[003508]08 我＝祇【三】【宮】
[003509]09 [土*互]＝邸【三】【宮】
[003510]10 首＝百【宮】
<003501>＊ 耳＝爾【三】【宮】
[003511]11 元＝其【三】【宮】
<003502>＊ 耳＝爾【三】【宮】
[003512]12 文＝紋【三】【宮】
[003513]13 疾＝病【三】【宮】
[003514]14 法＝佛【三】【宮】
[003515]15 佛＝法【三】【宮】
[003601]01 咎＝各【宮】
[003602]02 施＝飽【三】【宮】
[003603]03 二＝四【宮】
[003604]04 終＝修【三】【宮】
[003605]05 [米*乍]＝[(?*殳)/米]【三】【宮】
[003606]06 已既＝既已【三】【宮】
[003607]07 撿＝斂【宋】【宮】，歛【元】【明】
[003608]08 歛＝斂【宋】【元】【宮】下同
[003609]09 廣＝曠【三】【宮】
[003610]10 汪＝潢【三】【宮】
[003611]11 殞＝歿【三】【宮】
[003612]12 沒＝殞【三】【宮】
[003613]13 焉＝問【明】
[003614]14 水＋（所）【三】【宮】
[003615]15 正＝止【三】【宮】
<003601>＊ 耳＝爾【三】【宮】
[003616]16 存＝在【三】【宮】
[003617]17 修止＝翅上【三】【宮】
[003618]18 效彼＝不放逸【三】【宮】
[003619]19 逢＝遙【三】【宮】
[003620]20 人＝入【明】
<003602>＊ 耳＝爾【三】【宮】
[003621]21 如何＝何如【三】【宮】
[003701]01 可＝今【三】【宮】
<003701>＊ 耳＝爾【三】【宮】
[003702]02 想＋（見）【三】【宮】
[003703]03 塚＝穴【三】【宮】
[003704]04 太＝大【宮】
<003702>＊ 耳＝爾【三】【宮】
[003705]05 悟＝已【三】【宮】
[003706]06 腸＝[浿*昜]【三】【聖】
[003707]07 〔取涅繫…梵志〕十七字－【宮】
[003708]08 以＝已【三】【宮】
[003709]09 渚＝諸【三】【宮】
[003710]10 第二＝上【三】【宮】
[003711]11 第三＝中【三】【宮】
[003712]12 〔人名〕－【宋】【元】【宮】
[003713]13 生＝患【三】【宮】
[003714]14 傳＝付【宮】
[003715]15 無＝謨【三】【宮】＊
<003703>＊ 無＝謨【三】【宮】
[003716]16 憂填＝優填【三】【宮】
[003801]01 儀＝宜【三】【宮】
[003802]02 服＝復【三】【宮】
[003803]03 道＋（有）【三】【宮】
[003804]04 士＝人【三】【宮】
[003805]05 索＝擊【三】【宮】
[003806]06 含＝合【明】
[003807]07 在其＝出於【三】【宮】
[003808]08 於＝捨【宮】
[003809]09 政＝正【三】【宮】
[003810]10 以＝已【三】【宮】下同
[003811]11 夫＝天【宮】
[003812]12 〔者〕－【三】【宮】
[003901]01 〔耶〕－【三】【宮】
[003902]02 抖＝斗【宋】【元】【宮】
[003903]03 耳＝爾【三】【宮】下同
[003904]04 揵＝犍【三】【宮】
[003905]05 常＝當【元】，嘗【明】
[003906]06 途＝塗【三】【宮】
[003907]07 〔一〕－【三】【宮】
[003908]08 僻＝辟【三】【宮】
[003909]09 識＝所【三】【宮】
[003910]10 華香＝香華【三】【宮】
[003911]11 俠＝挾【三】【宮】
[003912]12 加＝跏【明】
[003913]13 曰＝言【三】【宮】
[003914]14 前悔過＝悔前過【三】【宮】
[003915]15 〔若〕－【三】【宮】
[003916]16 刑＝形【三】【宮】
[003917]17 後＝行【宮】
[003918]18 鹿群＝群鹿【三】【宮】
[003919]19 〔失〕－【宮】
[004001]01 敢＝噉【三】【宮】
[004002]02 暫＝慚【明】
[004003]03 間＝聞【宮】
[004004]04 蜜＝密【宋】【元】【宮】
[004005]05 救＝殺【元】
[004006]06 請＝諸【元】【明】【宮】
[004007]07 如＝汝【明】
[004008]08 串＝慣【三】【宮】
[004009]09 善念＝善覺【三】【宮】
[004010]10 困＝因【三】
[004011]11 ◎不分卷【三】【宮】
[004012]12 ◎不分卷【三】【宮】
[004013]13 〔部〕－【三】【宮】
[004014]14 豫＝預【三】【宮】
[004015]15 耳＝爾【三】【宮】＊
[004016]16 先＝生【元】【明】
[004017]17 加＝迦【三】【宮】
[004018]18 以＝已【三】【宮】下同
[004019]19 振＝震【三】【宮】
[004020]20 揵＝犍【三】【宮】
[004021]21 眾僧＝僧眾【三】【宮】
[004022]22 〔阿〕－【三】【宮】
[004023]23 橋＋（須）【三】【宮】＊
<004101>＊ 橋＋（須）【三】【宮】
[004101]01 妓＝伎【三】【宮】
<004102>＊ 耳＝爾【三】【宮】
[004102]02 救＝拯【三】【宮】＊
<004103>＊ 救＝拯【三】【宮】
[004103]03 誼＝義【三】【宮】
[004104]04 汗＝汙【明】
[004105]05 外＝前【三】【宮】
[004106]06 坻舍＝提舍【三】【宮】下同
[004107]07 獲＝得【三】【宮】
[004108]08 那＝耶【三】【宮】
[004109]09 可＝何【三】【宮】
[004110]10 進＝勤【三】【宮】
<004104>＊ 耳＝爾【三】【宮】
[004111]11 坐上睡眠佛＝座上眠佛眼【三】【宮】
[004112]12 耆＝者【明】
[004201]01 立＝主【三】【宮】
[004202]02 差＝蹉【三】【宮】下同
[004203]03 （牛）＋糞【三】【宮】
[004204]04 宜＝以【明】
[004205]05 採＝釆【三】【宮】
[004206]06 〔鬚〕－【三】【宮】
[004207]07 淘＝洮【三】【宮】
[004208]08 莊＝粧【宋】【元】【宮】
[004209]09 汝＝女【三】【宮】
[004210]10 技＝伎【三】【宮】下同
[004211]11 婇＝釆【宋】【元】【宮】
[004212]12 草＝革【宋】，華【元】【明】
<004201>＊ 耳＝爾【三】【宮】
[004213]13 由＝猶【三】【宮】
[004214]14 撰＝譔【三】【宮】＊
<004202>＊ 撰＝譔【三】【宮】
[004301]01 快＝怏【宋】【元】【宮】
[004302]02 住＝在【三】【宮】
[004303]03 答＝若【宮】
[004304]04 得＝德【明】
[004305]05 積＝即【明】
[004306]06 大＝天【三】【宮】
[004307]07 〔適〕－【宮】
[004308]08 揵＝犍【三】【宮】
[004309]09 揵＝椎【三】【宮】
[004310]10 為＝焉【三】【宮】
[004311]11 座＋（坐）【三】【宮】
[004312]12 故＋（故）【三】【宮】
[004313]13 〔尺〕－【三】【宮】
[004314]14 昇＝騰【三】【宮】
[004315]15 促＝徒【元】【明】
[004316]16 病疾＝疾病【宋】【元】【宮】，[病-丙+氐]病【明】
[004317]17 於＝如【明】
[004318]18 膽＝瞻【三】【宮】＊
<004301>＊ 膽＝瞻【三】【宮】
<004302>＊ 耳＝爾【三】【宮】
<004303>＊ 膽＝瞻【三】【宮】
<004304>＊ 膽＝瞻【三】【宮】
[004319]19 差＝瘥【三】【宮】＊
<004305>＊ 膽＝瞻【三】【宮】
<004306>＊ 膽＝瞻【三】【宮】
[004320]20 朋＝鵬【三】【宮】下同
[004321]21 朗＝明【三】【宮】
[004322]22 前＝所【三】【宮】
[004323]23 趣＝娶【三】【宮】
[004324]24 曰＝白【元】【明】
[004325]25 君＝居【元】【明】
[004326]26 備＝便【明】
[004327]27 之技＝伎之【三】【宮】
[004328]28 最＝量【三】【宮】
[004329]29 上向＝向上【三】【宮】
[004330]30 復＝後【元】【明】
[004401]01 直＝真【三】【宮】
[004402]02 莫＝無【宮】
<004401>＊ 撰＝譔【三】【宮】
<004402>＊ 耳＝爾【三】【宮】
[004403]03 玄＝懸【三】【宮】＊
<004403>＊ 玄＝懸【三】【宮】
<004404>＊ 玄＝懸【三】【宮】
[004404]04 今＝令【宋】【宮】
[004405]05 度＝慶【三】【宮】
[004406]06 斂＝歛【三】【宮】
[004407]07 苦＝若【三】【宮】
[004408]08 閡＝礙【三】【宮】
[004409]09 以是＝是以【明】
[004410]10 計＝繫【三】【宮】
[004411]11 納＝結【三】
[004412]12 〔者〕－【三】
[004413]13 奇＝綺【宮】
[004501]01 融＝鎔【三】【宮】
[004502]02 此＝是【三】【宮】
[004503]03 貴＝遺【三】【宮】
[004504]04 危＝色【三】
<004501>＊ 耳＝爾【三】【宮】
[004505]05 蓐＝褥【三】【宮】下同
[004506]06 机＝枕【三】【宮】
<004502>＊ 耳＝爾【三】【宮】
[004507]07 因備＝困憊【三】【宮】
[004508]08 美＝義【元】【明】
[004509]09 而＋（自）【三】【宮】
<004503>＊ 耳＝爾【三】【宮】
[004510]10 定＝錠【三】【宮】＊
[004511]11 述＝術【三】【宮】
<004504>＊ 定＝錠【三】【宮】
[004512]12 殖＝植【三】【宮】
[004513]13 記＝說【宮】
[004514]14 卻＝即【三】【宮】
[004515]15 採＝采【三】【宮】
[004516]16 是過＝過是【三】【宮】
[004517]17 喚＝嘆【三】【宮】
[004518]18 由＝猶【三】【宮】
[004519]19 壇＝潬【三】【宮】
<004505>＊ 耳＝爾【三】【宮】
[004520]20 既＝即【三】【宮】
[004521]21 〔法〕－【元】【明】
[004522]22 ◎卷中終【三】【宮】
[004523]23 ◎卷下首【三】【宮】，譯號同異如首卷【三】【宮】
[004524]24 行＝修【三】【宮】
[004525]25 問但以慈＝但問以慈之【三】，但問以慈【宮】
[004601]01 皆＝比【宮】
[004602]02 [束*力]＝束【元】【明】＊
<004601>＊ [束*力]＝束【元】【明】
<004602>＊ [束*力]＝束【元】【明】
[004603]03 耶＝那【三】【宮】
[004604]04 膈＝鬲【三】【宮】
<004603>＊ 耳＝爾【三】【宮】
[004605]05 至年＝年至【三】【宮】
[004606]06 牛＝力【三】【宮】
[004607]07 疾＝疹【三】
[004608]08 人五濁＝食吾當【三】，食吾常【宮】
<004604>＊ 耳＝爾【三】【宮】
<004605>＊ 耳＝爾【三】【宮】
[004609]09 座＝生【三】【宮】
[004610]10 內＝肉【明】
[004611]11 恬＝悟【宮】
[004612]12 波＝婆【明】
[004613]13 素＝棄【三】【宮】
[004614]14 此＝比【宮】
<004606>＊ 耳＝爾【三】【宮】
<004607>＊ 差＝瘥【三】【宮】
[004615]15 此無＝無此【三】【宮】
[004616]16 〔者〕－【宮】
<004608>＊ 耳＝爾【三】【宮】
[004617]17 唯思＝思唯【明】
<004609>＊ 耳＝爾【三】【宮】
[004618]18 病＋（憂）【三】【宮】
[004619]19 〔蒙〕－【三】【宮】
[004620]20 除＝降【宮】
[004621]21 〔作識〕－【三】【宮】
[004622]22 說＝說【三】【宮】
[004623]23 殺＝說【明】
[004624]24 耶＝邪【三】【宮】＊
[004701]01 趣＋（都）【三】【宮】
[004702]02 〔何〕－【三】【宮】
<004701>＊ 耶＝邪【三】【宮】
[004703]03 辟＝[跳-兆+辟]【明】
[004704]04 則支＝枝則【三】【宮】
[004705]05 閡＝礙【三】【宮】
[004706]06 ◎不分卷【三】【宮】
[004707]07 ◎不分卷【三】【宮】
[004708]08 端政＝端正【三】【宮】下同
[004709]09 曜＝耀【三】【宮】
[004710]10 鏤＝縷【三】【宮】
[004711]11 琉璃＝璃琉【明】
[004712]12 寤＝悟【三】【宮】＊
[004713]13 領＝統【三】【宮】
[004714]14 專＝尋【宮】
[004715]15 在＝於【三】【宮】
