#T24
#********************************************************
# 【明】── 用以校勘版本
#　＝　 ── 作
#　－　 ── 無
#　＋　 ── 有
#　＊　 ── 下同
#　…　 ── 略
#　◎　 ── 異同
#　∞　 ── 位置對調
# （）　── 與＋配合使用
# 〔〕　── 與－配合使用
# （（））─ 與＝配合使用
#　ｉ　 ── 原底本註記應作（原為日文[仁-二]）
#　ｋ　 ── 原底本註記疑似（原為日文[力]）
#　？　 ── 原校對者疑似有誤
#  ●   ── 原書印刷不清
#  ★   ── 找不到源頭的＊
#********************************************************
[009901] 〔大〕－【明】＊
[016805] 迴＝三【明】
[016901] 憶＝意【明】
[016902] 大目揵連＝目連【明】
[016903] 乾＝犍【明】＊
[016904] 迦利迦＝孤迦理迦【明】
[016905] 沙＝洒【明】
[016906] 沒＋（達）【明】
[016907] 目連＝目犍連【明】
[016908] 詔＝制【明】
[017001] 〔教師〕－【明】
[017002] 悉皆＝皆悉【明】
[017003] 〔法〕－【明】
[017004] 〔淨〕－【明】
[017005] 諸苾芻我＝我諸苾芻【明】
[017006] 說法＝法說【明】
[017007] 如＝妙【明】＊
[017008] 〔住〕－【明】
[017009] 譬＝彼【明】
[017010] 火＝水【明】
[017011] 言＝語【明】
[017012] 〔語〕－【明】
[017013] 利＝里【明】＊
[017014] 騫茶＝褰荼【明】
[017015] 迦＋（底洒）【明】
[017016] 〔言〕－【明】
[017017] 〔同〕－【明】
[017018] 得破眾僧＝破得僧眾【明】
[017019] 〔彼〕－【明】
[017020] 平＝評【明】
[017021] 〔如〕－【明】
[017101] 健＝犍【明】
[017102] 〔已〕－【明】
[017103] 灑＝洒【明】＊
[017104] 作＝住【明】
[017105] 〔諫〕－【明】
[017106] 〔彼〕－【明】
[017107] 茶＝荼【明】＊
[017201] 〔伽〕－【明】
[017202] 〔言〕－【明】
[017203] 是＋（言）【明】
[017204] 〔里迦〕－【明】
[017205] 磨＝摩【明】＊
[017206] 迦攝＝迦葉【明】下同
[017207] 〔諸〕－【明】
[017208] 〔此〕－【明】
[017209] 〔神通〕－【明】
[017210] 波＝婆【明】＊
[017211] 旃茶羅＝旃荼羅【明】下同
[017212] 〔城〕－【明】
[017301] 變變＝[彳*扁]【明】
[017302] 變＝[彳*扁]【明】＊
[017303] 已＋（即）【明】
[017304] 勿＝幻【明】
[017305] 足＝是【明】
[017306] 既＝即【明】
[017307] 不知＝知不【明】
[017401] 〔是〕－【明】
[017402] 妊＝經【明】
[017403] 〔即〕－【明】
[017404] 〔彼〕－【明】
[017405] 〔言〕－【明】
[017406] 怜＝憐【明】＊
[017407] 〔苾芻〕－【明】
[017408] 于＝於【明】＊
[017409] 〔酥〕－【明】
[017410] 蘇＝酥【明】
[017411] 〔答〕－【明】
[017412] 劇＋（痛）【明】
[017413] 是＝時【明】
[017501] [敏/心]＝愍【明】
[017502] 波＝婆【明】
[017503] 〔時〕－【明】
[017504] 皆有真＝悉皆有【明】
[017505] 〔子〕－【明】
[017506] 言＝曰【明】
[017507] 悅＝憶【明】
[017508] 王問獵師＝問獵人曰【明】
[017509] 彼＝被【明】
[017510] 重＝召【明】
[017511] 便作＝作是【明】
[017512] 怨＝惡【明】
[017513] 〔來〕－【明】
[017601] 王問＝問烏【明】
[017602] 杖＝仗【明】
[017603] 絕＝峻【明】
[017604] 人心念＝心念言【明】
[017605] [山*間]＝[澗-日+月]【明】
[017606] 即便＝便即【明】
[017607] 〔由〕－【明】
[017608] 〔時〕－【明】
[017609] 〔髓〕－【明】
[017701] 〔細〕－【明】
[017702] 〔說〕－【明】
[017703] 〔者〕－【明】
[017704] 〔復〕－【明】
[017705] 歇＝散【明】
[017706] 向＝即【明】
[017707] 兒＝與【明】
[017708] 為＝謂【明】
[017709] 已＝此【明】
[017710] 〔何〕－【明】
[017711] 視＝示【明】＊
[017712] 報曰＝有智【明】
[017713] 視＝處【明】
[017714] 以＝已【明】
[017715] 後＝復【明】
[017716] 〔其〕－【明】
[017717] 〔於〕－【明】
[017801] [跍*月]＝胡【明】
[017802] 定＝足【明】
[017803] 〔救我〕－【明】
[017804] 未＝永【明】
[017805] 后妃＝妃后【明】
[017806] 懊＝煩【明】
[017807] （其）＋甘【明】
[017901] 怜＝憐【明】
[017902] 策＝冊【明】＊
[017903] 太子＝大王【明】
[017904] 于＝於【明】
[017905] 舡＝舶【明】
[017906] 船＝舶【明】
[017907] 〔珍〕－【明】
[017908] 失＝無【明】
[017909] 上＝前【明】
[017910] 瞋＝怨【明】
[017911] 〔汝〕－【明】
[017912] 簡＝揀【明】＊
[017913] 〔時〕－【明】
[018001] 于＝於【明】＊
[018002] 令＝食【明】
[018003] 首＝手【明】
[018004] 耶＝邪【明】
[018005] 密懷＝懷密【明】
[018006] 令＝合【明】
[018007] 〔往〕－【明】
[018008] 眄＝盻【明】
[018009] 〔其〕－【明】
[018101] 貞＝真【明】＊
[018102] 諸＝眾【明】
[018103] 入＝人【明】
[018104] 利＝理【明】
[018105] 友＝及【明】
[018106] 晃＝悅【明】
[018107] [卄/間]＝間【明】
[018108] 修＝鎮【明】
[018109] 慳＝[怡-台+吝]【明】
[018110] 膳＝繕【明】
[018111] 王＝玉【明】
[018112] 支＝枝【明】
[018113] 僕＝侍【明】
[018114] 〔疾〕－【明】
[018115] 夫＝去【明】
[018116] 〔人〕－【明】
[018201] 渴＝竭【明】
[018202] 於＝為【明】
[018203] 〔聞〕－【明】
[018204] 已＝以【明】
[018205] 求乞＝乞求【明】＊
[018206] 心生歡喜＝生歡喜心【明】
[018207] 行＝去【明】
[018208] 〔復告…聞汝〕十三字－【明】
[018209] （言）＋能【明】
[018210] 諸＝十【明】
[018211] 剎＋（帝）【明】
[018212] 〔能〕－【明】
[018213] 逢＝求【明】
[018214] 受＝是【明】
[018215] 憔＝燋【明】
[018216] 振＝震【明】＊
[018217] 勢＝威【明】
[018301] 愆過＝過愆【明】
[018302] 愆＝言【明】
[018303] 欄＝攔【明】＊
[018304] 吁＝呼【明】
[018305] 〔是〕－【明】
[018306] 擗＝[跳-兆+辟]【明】
[018307] 婉＝宛【明】
[018308] 與＝興【明】
[018309] 〔此下有頌〕－【明】
[018310] 乞＝化【明】
[018311] 山＝出【明】
[018401] 栖遑＝恓惶【明】
[018402] 名＝曰【明】
[018403] 〔往〕－【明】
[018404] 蔽＝弊【明】
[018405] 蘇＝甦【明】＊
[018406] 乞＝無【明】
[018407] 〔親〕－【明】
[018408] 隱＝樂【明】
[018409] 女＝多【明】＊
[018410] 月＝日【明】
[018411] 戲＝喜【明】＊
[018412] 伎＝技【明】
[018413] 世＋（王）【明】
[018414] 揵＝犍【明】＊
[018501] 蓮＝連【明】
[018502] 跡＝蹄【明】
[018503] 被法服＝披法衣【明】
[018504] 〔金〕－【明】
[018505] 〔竹〕－【明】
[018506] 白言＝言曰【明】
[018507] 見＝現【明】
[018508] 娑＝婆【明】
[018509] 今＝令【明】
[018510] 王＝正【明】
[018511] 〔之〕－【明】
[018512] 往＝住【明】
[018513] 舡＝船【明】
[018601] 〔子〕－【明】
[018602] 〔言〕－【明】
[018603] 令＝與【明】
[018604] 被＝披【明】＊
[018605] 現＝見【明】
[018606] 鬢＝鬚【明】
[018607] 盡＋（應作所作）【明】
[018608] 慧＝智【明】
[018609] 〔勝〕－【明】
[018610] 〔慧善解脫〕－【明】
[018701] 心＝懶【明】
[018702] 于＝於【明】＊
[018703] 根＝相【明】＊
[018704] 陀＝他【明】
[018705] 〔事〕－【明】
[018706] 可＝汝【明】
[018707] 與＝興【明】
[018708] 性＝姓【明】
[018709] 是＋（時）【明】
[018710] 羅＋（王）【明】
[018801] 波＝婆【明】＊
[018802] 一白一黑＝一黑一白【明】
[018803] 〔口〕－【明】
[018804] 〔救〕－【明】
[018805] 污＝汗【明】
[018806] 其＝身【明】
[018807] 能＝所【明】
[018808] 纓珞＝瓔絡【明】＊
[018809] 〔在〕－【明】
[018810] 纓＝瓔【明】＊
[018811] 說＝言【明】
[018812] 〔人〕－【明】
[018813] 而＝其【明】
[018814] 〔毒〕－【明】
[018901] （其）＋太【明】
[018902] 揭＝竭【明】＊
[018903] 彼＝被【明】＊
[018904] 太＝大【明】＊
[018905] 〔其〕－【明】
[018906] 〔汝〕－【明】
[018907] 曰＝言【明】
[018908] 大＝太【明】＊
[018909] 〔已〕－【明】
[018910] 〔心〕－【明】
[018911] 人＋（答曰）【明】
[018912] 以＝已【明】＊
[019001] 當宮＝門【明】
[019002] 〔言〕－【明】
[019003] 就＝熟【明】＊
[019004] 揵＝犍【明】＊
[019005] 食飲＝飲食【明】＊
[019006] 〔王〕－【明】
[019007] 怜＝憐【明】＊
[019008] 波＝婆【明】＊
[019009] 于＝於【明】＊
[019101] 摧＝[打-丁+阜]【明】
[019102] 染＝深【明】
[019103] 出＝生【明】
[019104] 語＝言【明】
[019105] 蘇＝甦【明】
[019106] 伎＝妓【明】＊
[019107] 託＝托【明】＊
[019108] 〔天〕－【明】
[019109] 〔說〕－【明】＊
[019110] 若＋（授記）【明】
[019111] 遍照＝照遍【明】
[019112] 〔彼〕－【明】＊
[019113] 彼＝復【明】
[019114] 又＝叉【明】
[019201] 太＝大【明】＊
[019202] 擲＝躑【明】
[019203] 撞＝[車*童]【明】
[019204] 蔓＝曼【明】
[019301] 終＝存【明】
[019302] 〔作〕－【明】
[019303] 理＝治【明】
[019304] 被＝披【明】＊
[019305] 〔愍〕－【明】
[019306] 清＝凌【明】
[019307] [跍*月]＝胡【明】＊
[019308] 名＝其【明】
[019401] 厭＝魘【明】
[019402] 將＝得【明】
[019403] 乳＋（時阿難陀依命受得）【明】
[019404] 攝＝葉【明】＊
[019405] 〔人〕－【明】
[019406] 主＝王【明】
[019501] 讚＝答【明】
[019502] 今我＝我今【明】
[019503] 曰＝言【明】
[019504] 碎＝破【明】
[019505] 〔者〕－【明】
[019506] 苾芻＋（者）【明】
[019507] 睡＋（眠）【明】
[019508] 〔一〕－【明】
[019509] 伎＝技【明】
[019510] 老＝先【明】＊
[019511] （愛）＋親【明】
[019601] 男＝女【明】
[019602] 以＝已【明】
[019603] 〔人〕－【明】
[019604] 言＝曰【明】
[019605] 〔即東…見已〕十六字－【明】
[019606] 〔兒〕－【明】
[019607] 赴＝起【明】
[019608] 家人＝人家【明】
[019609] 慈愍＝愍我【明】
[019610] 跟＝根【明】
[019611] 〔依〕－【明】
[019612] 入＝往【明】
[019613] 名＋（曰）【明】
[019614] 況＝[口*兄]【明】
[019615] 事＝師【明】
[019616] 魚＝漁【明】＊
[019617] 悉＝志【明】
[019618] 〔告〕－【明】
[019619] 苦＋（惱）【明】
[019620] 甥＝生【明】
[019621] 殊＝姝【明】
[019622] 波＝婆【明】＊
[019623] 于＝於【明】＊
[019701] 苾芻＋（等）【明】
[019702] 娶＝取【明】
[019703] 碎＝破【明】
[019704] 非是＝是非【明】
[019705] 即＋（受此）【明】
[019706] 女＋（我）【明】
[019707] 〔舍〕－【明】
[019708] 〔若出之〕－【明】
[019801] 象＋（等）【明】
[019802] 所＝處【明】
[019803] 他＝處【明】
[019804] 以＝已【明】＊
[019805] 〔中〕－【明】
[019806] 〔前〕－【明】
[019807] 詣＝諸【明】
[019808] 〔言〕－【明】
[019809] 來＝求【明】
[019810] 墮＝隨【明】
[019811] 〔水〕－【明】
[019812] 攝＝葉【明】＊
[019813] 復＝後【明】
[019814] 就＝熟【明】
[019901] 今＝令【明】
[019902] 隱＝穩【明】
[019903] 肢＝支【明】
[019904] 〔王〕－【明】
[019905] 友＝有【明】
[019906] 瓶杖＝杖瓶【明】
[020001] 干＝犴【明】
[020002] 趣＝聚【明】
[020003] 說＝語【明】
[020004] 穢臭＝臭穢【明】
[020005] 上＝止【明】
[020006] 已＝以【明】
[020007] 藏＋（法師）【明】
[020101] 令＝命【明】
[020102] 〔此〕－【明】
[020103] 〔順〕－【明】
[020104] 〔皆得〕－【明】
[020105] 遠離＝得達【明】
[020106] （所）＋隨【明】
[020107] 繁茂＝茂繁【明】
[020108] 于＝於【明】＊
[020109] 〔遠離〕－【明】
[020110] 悉＝還【明】
[020111] 而＝以【明】
[020112] 今＝令【明】
[020113] 修善法＝現修善【明】
[020114] （爾）＋時【明】
[020115] 年＝時【明】
[020116] 匝＝遍【明】
[020117] 〔老〕－【明】
[020118] 〔鼠〕－【明】
[020201] 葉＝[狂-王+苗]【明】
[020202] 般＝搬【明】
[020203] 相＝於此【明】
[020204] 皮＋（皮）【明】
[020205] 教＋（之）【明】
[020206] 耶＝邪【明】
[020207] 唯＝惟【明】＊
[020208] 愚＝爾【明】
[020209] 〔速〕－【明】
[020210] 猿＝獼【明】
[020211] 自＝為【明】
[020212] 儉＝歉【明】
[020213] 乾＝揵【明】＊
[020214] 〔得〕－【明】
[020215] 斂＝歛【明】
[020216] [者*見]＝觀【明】
[020301] 巳＝以【明】
[020302] 健＝揵【明】＊
[020303] 梨＝里【明】
[020304] 告＝若【明】
[020305] 弗＝子【明】
[020306] 利＝里〔明〕＊
[020307] 闌＝蘭【明】
[020308] 〔時〕－【明】
[020309] 靜＝滅【明】
[020310] 入＝處【明】＊
[020311] 若＝苦【明】
[020312] 說＝設【明】
[020401] 干＝犴【明】
[020402] 主＋（已）【明】
[020403] 〔王〕－【明】
[020404] 喜＝戲【明】
[020405] 外＝殊【明】
[020406] 告＝言【明】
[020407] 儻＝黨【明】＊
[020408] 徒＝走【明】
[020409] [女*失]＝逸【明】
[020410] 隨＝逐【明】
[020411] 厄＝辱【明】
[020412] 伎＝技【明】＊
[020413] 道＝盜【明】
[020414] 放＝被其【明】
[020501] 由＝因【明】
[020502] 脯＝晡【明】
[020503] 衣＝依【明】
[020504] 安＝斯【明】
[020505] 斯＝安【明】
[020506] 〔乘〕－【明】
[020507] 〔是〕－【明】
[020508] 師＋（答）【明】
[020509] 聞＝問【明】
[020510] 便＝他【明】
[020511] 〔報〕－【明】
[020512] 耶＝邪【明】＊
[020513] 〔然〕－【明】＊
[020514] 〔有〕－【明】
[020515] 常＝當【明】
[020601] 二＝爾【明】
[020602] 化＝他【明】＊
[020603] 是＝侍【明】
[020604] 難＋（下餘世尊正答廣如毘奈耶雜事）夾註【明】
[020701] （唐）＋三藏【三】【宮】＊
[020702] 綱＝網【宮】
[020703] 〔乃有〕－【宮】
[020704] 八十九＝九十【三】【宮】【聖】
[020705] [金*本]＝鋒【宮】
[020706] 珠＝殊【三】【宮】
[020707] 土＝上【宮】
[020708] 薰＝勳【三】＊
[020709] 〔等皆擬擎持戲〕－【聖】
[020710] 弄＝等【宮】
[020711] 〔髮〕－【宮】
[020712] 今＝令【宮】
[020713] 〔巧所有技藝〕－【聖】
[020714] 技＝妓【明】
[020715] 而＝時【元】【明】
[020716] 廢＝疑【宮】
[020717] 處＝起【元】【明】
[020718] 〔時〕－【三】【宮】
[020801] 莊嚴＝莊飾【三】【宮】【聖】
[020802] （施）＋主【三】【宮】
[020803] 〔時〕－【三】【宮】
[020804] 餅＝飯【三】【宮】
[020901] 安＝繫【三】【宮】
[020902] 善＝若【三】【宮】
[020903] 舒＝捨【三】
[020904] 髑＝體【聖】
[020905] 令＝今【元】
[020906] 〔第一門〕－【聖】
[020907] 瓜＝爪【三】【宮】 ＊
[020908] [冰-水+食]＝食【宮】
[020909] 火＝大【三】【宮】
[020910] 教＝報【宮】
[020911] 前＝剪【三】【宮】【聖】
[020912] 勢＝執【聖】
[020913] 揩＝磨指【三】【宮】
[020914] 熏＝黑【三】
[020915] 此果乃至藥二十九字夾註宋元明三本俱作本文
[020916] 摩揭陀＝摩竭陀【三】【宮】＊
[020917] 王＝及【三】【宮】
[020918] 施＝放【宋】【元】【宮】
[021001] 來噉＝皆敢【宋】，皆噉【元】【明】【宮】
[021002] 令＝今【聖】
[021003] 我＝巳【三】【宮】
[021004] 利＝痢【三】【宮】
[021005] 未＝來【聖】
[021006] 何＝得【宮】
[021007] 〔廣州大〕－【三】【宮】
[021008] 〔人皆〕－【三】【宮】
[021009] 此下聖本有光明皇后願文
[021010] 論＝說【三】【宮】
[021011] 貲＝資【三】【宮】
[021012] 餅＝飯【三】【宮】
[021013] 佛＝其【三】【宮】【聖】
[021014] 人天＝諸天【明】＊
[021015] 反＝返【三】【宮】下同
[021101] 〔子〕－【三】【宮】【聖】
[021102] 名＝此【聖】
[021103] 疊＝[疊*毛]【三】【宮】下同
[021104] 今＝令【聖】
[021105] 於＝所【元】【明】
[021106] 他＝陀【明】＊
[021107] 若＝苦【元】
[021108] 〔而〕－【三】【宮】
[021109] 明＝照【三】【宮】
[021110] 微＝彼【元】
[021201] 栴檀＝如栴【元】
[021202] 茶＝荼【宋】【元】【宮】
[021203] 莊飾＝莊嚴【聖乙】
[021204] 王＝五【宮】
[021205] 關＝闕【聖乙】
[021206] 闕＝關【三】【宮】
[021207] 〔間〕－【三】【宮】
[021208] 大＝火【宮】
[021209] 法＝門【元】
[021210] 波＝婆【三】【宮】【聖乙】
[021211] 〔利〕－【三】【宮】
[021212] 寒＝塞【三】【宮】
[021213] （阿）＋羅漢【三】【宮】
[021214] 〔利〕－【三】【宮】【聖】【聖乙】
[021215] 闢＝即【三】【宮】【聖】
[021216] 拆＝坼【三】【宮】
[021301] 眠＝根【三】【宮】
[021302] 中＝身【元】
[021303] 枉＝打【宮】
[021304] 刑＝形【宋】【元】【宮】＊【聖】【聖乙】
[021305] 嘔＝歐【三】【宮】【聖】【聖乙】
[021306] 嘔熱＝欲熱【宋】，欲歐【元】，歐熱【明】
[021307] [阿-可+登]＝蹬【聖乙】
[021308] 標＝彌【宮】
[021309] 人天＝諸天【明】＊
[021401] 我＝物【宋】【元】【宮】
[021402] 貝＝具【元】
[021403] 撚＝極【聖】【聖乙】
[021404] 之＝孔【三】【宮】【聖乙】
[021405] 貲＝資【三】【宮】
[021406] 〔酬〕－【聖】【聖乙】
[021407] 而＝向【三】【宮】【聖】【聖乙】
[021408] 針＝[金*本]【元】
[021409] 洗＝浴【三】【宮】
[021410] 之＝箸【三】【宮】【聖乙】
[021411] 浴＝俗【元】
[021412] 之＝知【三】【宮】【聖】【聖乙】
[021413] 今＝令【元】
[021414] 更＝便【三】【宮】
[021415] 王＝三【元】
